"TOA5","TEST_SITE","CR3000","1234","CR3000.Std.28","CPU:TESTPROG.CR3","57003","test_data"
"TIMESTAMP","RECORD","AirTC_Avg","RH_Avg","Batt_Volt_Avg","BP_mbar_Avg","h2o_Avg","co2_Avg","Ts_Avg","Ux_Avg","Uy_Avg","Uz_Avg"
"2015-06-17 06:30:00",975,11.71,69.58,12.79,532.9778,7.676561,749.6398,12.76441,-0.4774,-1.039925,0.032075
"2015-06-17 06:40:00",976,13.4,68.6,12.78,576.0044,7.708079,749.3919,12.90689,-0.48705,-0.847925,-0.1625
"2015-06-17 06:50:00",977,13.17,67.88,12.78,567.3239,7.732081,746.5308,13.33126,-0.34835,-0.741075,-0.011925
"2015-06-17 07:00:00",978,13.11,67.07,12.78,553.2802,7.702116,742.3936,13.61338,-0.47175,-0.6866,0.09745
"2015-06-17 07:10:00",979,13.77,65.55,12.77,616.8164,7.644714,740.5387,13.66805,-0.74195,-0.737825,-0.049075
"2015-06-17 07:20:00",980,14.39,64.34,12.76,553.9552,7.6134,735.0735,14.17275,-0.51065,-0.66485,-0.06004999
"2015-06-17 07:30:00",981,14.42,62.18,12.76,549.083,7.529949,729.5297,14.74478,-0.393375,-0.669825,-0.3115
"2015-06-17 07:40:00",982,15.41,59.48,12.77,620.329,7.450329,728.1166,14.94128,0.04305,-0.4109,0.010425
"2015-06-17 07:50:00",983,14.65,58.72,12.77,642.5242,7.383862,725.8785,15.13375,-0.16635,-0.945625,0.061725
"2015-06-17 08:00:00",984,15.27,57.7,12.76,564.0602,7.535172,721.3213,15.97679,-0.1781,-0.81775,0.114425
"2015-06-17 08:10:00",985,15.87,55.59,12.75,621.2255,7.345571,722.3141,15.80987,-0.21905,-1.1418,-0.029825
"2015-06-17 08:20:00",986,16.44,53.86,12.76,633.4708,7.310768,722.3107,16.74443,-0.657275,-0.567375,0.1348
"2015-06-17 08:30:00",987,16.81,51.49,12.75,574.0029,7.241596,720.4011,16.8175,-0.5096,-0.783075,0.04555
"2015-06-17 08:40:00",988,16.83,48.39,12.75,644.6564,6.83189,716.9577,16.9344,-0.163475,-1.28355,0.202175
"2015-06-17 08:50:00",989,17.47,45.95,12.75,623.6761,6.596993,718.1517,16.94164,-0.667275,-0.7434,-0.131925
"2015-06-17 09:00:00",990,17.44,46.31,12.75,615.6929,6.674911,716.4921,16.97626,0.14415,-1.030675,0.05635
"2015-06-17 09:10:00",991,17.98,43.82,12.75,622.0026,6.573144,713.9778,17.87708,-0.43535,-0.611425,-0.055325
"2015-06-17 09:20:00",992,18.21,43.34,12.75,633.9384,6.601942,713.869,17.49881,-0.22835,-0.8382,-0.0519
"2015-06-17 09:30:00",993,18.73,42.56,12.74,576.8743,6.647752,710.9232,18.61525,-0.852275,-0.07197501,-0.365375
"2015-06-17 09:40:00",994,18.88,42.22,12.74,562.1387,6.821517,710.1513,18.7087,-0.4752,-0.7972,0.202225
"2015-06-17 09:50:00",995,18.82,41.68,12.74,593.1708,6.582285,710.2604,18.51868,-0.01415,-0.824275,0.118625
"2015-06-17 10:00:00",996,18.58,41.97,12.74,574.608,6.411391,712.6818,17.65942,0.707475,-1.20875,-0.219175
"2015-06-17 10:10:00",997,18.61,41.49,12.74,613.7531,6.66103,709.8655,18.71337,0.226475,-0.47855,-0.066375
"2015-06-17 10:20:00",998,18.91,40.06,12.74,538.3625,6.453453,711.9674,18.22314,0.07465,-0.9882,0.012475
"2015-06-17 10:30:00",999,18.9,39.83,12.74,610.124,6.474647,710.3122,18.588,0.2924,-0.296375,-0.101175
"2015-06-17 10:40:00",1000,19.32,39.24,12.73,544.5047,6.414567,709.0292,18.62433,0.8563,-0.44945,-0.2516
"2015-06-17 10:50:00",1001,19.42,39.37,12.73,573.2575,6.455075,708.2896,18.92363,0.42765,-0.889925,-0.21805
"2015-06-17 11:00:00",1002,19.55,37.68,12.74,593.2175,6.46452,706.9355,19.35218,0.26845,-0.566975,0.0719
"2015-06-17 11:10:00",1003,19.88,38.09,12.73,623.3245,6.628216,703.9173,20.05904,-0.456525,-0.75625,0.3303
"2015-06-17 11:20:00",1004,20.56,35.49,12.73,601.5833,6.187973,706.7336,19.62709,-0.23155,0.2741,-0.019725
"2015-06-17 11:30:00",1005,21.12,35.15,12.73,554.4257,6.465453,704.233,20.13016,-0.2799,-0.775975,-0.0648
"2015-06-17 11:40:00",1006,20.63,35.94,12.73,573.4237,6.512824,703.7427,20.6669,-0.600275,-1.04535,-0.13815
"2015-06-17 11:50:00",1007,19.98,36.34,12.73,570.4263,6.439922,703.7473,20.02722,-0.274725,-0.43065,-0.0484
"2015-06-17 12:00:00",1008,21.22,34.27,12.72,600.1321,6.340015,703.5437,19.91567,0.157675,0.177875,-0.3499
"2015-06-17 12:10:00",1009,21.28,35.36,12.73,591.615,6.65786,699.1847,20.92406,0.57665,-0.2761,-0.2571
"2015-06-17 12:20:00",1010,21.45,34.43,12.73,656.2408,6.637412,699.6664,21.1286,-0.017575,0.153825,0.1388
"2015-06-17 12:30:00",1011,21.27,34.89,12.72,542.0011,6.681857,699.317,20.69223,0.382325,-0.249125,-0.11915
"2015-06-17 12:40:00",1012,21.61,34.81,12.73,652.0359,6.676145,696.4166,21.60886,0.92725,-0.783675,-0.05355
"2015-06-17 12:50:00",1013,21.53,33.5,12.73,596.176,6.27507,699.7135,20.64582,0.407375,-0.2851,-0.109475
"2015-06-17 13:00:00",1014,21.72,34.3,12.72,652.3028,6.543504,696.1863,21.18404,0.702575,-0.967025,-0.209725
"2015-06-17 13:10:00",1015,21.66,34.38,12.72,633.0482,6.660211,695.4166,21.41986,0.252475,-1.01025,-0.001724997
"2015-06-17 13:20:00",1016,22.19,34.88,12.72,542.2647,6.913978,692.9191,21.97408,0.18785,-0.838625,-0.01105
"2015-06-17 13:30:00",1017,22.36,34.14,12.73,653.3887,6.75095,692.9095,21.51585,0.610475,-0.53005,0.041575
"2015-06-17 13:40:00",1018,22.52,32.89,12.72,597.6006,6.546537,693.6528,21.54569,0.512775,-0.7604,-0.241025
"2015-06-17 13:50:00",1019,22.62,33.32,12.72,610.0928,6.696784,691.3353,22.32778,0.579825,-0.727975,0.08517499
"2015-06-17 14:00:00",1020,22.64,32.82,12.73,649.4521,6.658178,691.9152,21.99816,1.32365,-0.949625,-0.086325
"2015-06-17 14:10:00",1021,22.27,33.47,12.73,550.5842,6.587845,693.4193,21.48919,0.4151,-1.114125,-0.1127
"2015-06-17 14:20:00",1022,22.65,33.82,12.72,571.1068,6.949421,688.6656,23.11464,-0.221525,-0.915775,0.0742
"2015-06-17 14:30:00",1023,23.46,31.32,12.73,535.1121,6.570901,691.7986,22.28646,0.307275,0.33925,-0.197425
"2015-06-17 14:40:00",1024,23.57,31.89,12.73,580.4461,6.655358,689.8384,22.71672,0.202925,-0.715025,0.23685
"2015-06-17 14:50:00",1025,23.38,32.12,12.73,592.8821,6.846163,688.6454,22.47036,0.491375,-0.755625,0.105125
"2015-06-17 15:00:00",1026,22.65,32.72,12.73,659.3342,6.540326,692.0915,21.8722,0.236425,-0.536225,-0.0381
"2015-06-17 15:10:00",1027,23.2,33.11,12.73,554.0563,6.915363,686.6256,22.97783,0.73805,-0.725275,-0.0926
"2015-06-17 15:20:00",1028,23.1,32.67,12.73,638.7992,6.726757,690.0985,21.86633,0.541275,-0.844625,-0.0156
"2015-06-17 15:30:00",1029,23.51,32.83,12.73,568.7853,6.902288,687.4637,22.96124,0.494325,0.16525,-0.008300002
"2015-06-17 15:40:00",1030,24.12,33.58,12.73,723.4479,7.295496,683.0014,23.59596,0.29855,-1.200475,-0.08935001
"2015-06-17 15:50:00",1031,23.53,33.08,12.73,666.5831,7.005061,686.64,22.75615,-0.14225,-0.570475,-0.05335
"2015-06-17 16:00:00",1032,23.94,33.18,12.73,562.5103,7.244395,683.9818,23.28528,0.652625,-0.5688,0.064
"2015-06-17 16:10:00",1033,23.54,34.11,12.73,654.1908,7.373488,682.857,23.35976,0.732925,-0.4726,0.02305
"2015-06-17 16:20:00",1034,23.02,35.41,12.75,639.7864,7.329215,685.1817,22.66423,0.61455,-0.35935,-0.135425
"2015-06-17 16:30:00",1035,22.62,37.23,12.75,683.0469,7.528451,683.5735,22.65754,0.493375,-0.46855,0.0282
"2015-06-17 16:40:00",1036,23.54,36.15,12.74,496.3498,7.72112,679.866,23.6585,0.309925,-0.37825,-0.010225
"2015-06-17 16:50:00",1037,24.22,35.72,12.74,610.6046,7.859051,679.4194,23.57343,0.423625,-0.530525,-0.0523
"2015-06-17 17:00:00",1038,24.16,35.16,12.73,621.6159,7.653127,680.8343,23.33118,0.517675,-0.674875,0.07095
"2015-06-17 17:10:00",1039,23.47,36.5,12.75,572.6172,7.836139,682.6774,22.98363,0.259025,-0.211725,0.006200004
"2015-06-17 17:20:00",1040,23.2,37.51,12.75,679.403,7.593496,683.1261,22.92647,0.519575,-0.559325,-0.039675
"2015-06-17 17:30:00",1041,22.77,37.6,12.75,636.7917,7.5796,685.3074,22.61185,0.79255,-0.56135,-0.008599997
"2015-06-17 17:40:00",1042,22.42,39.53,12.76,647.3046,7.611226,687.4819,22.38061,0.422825,-0.046875,-0.10135
"2015-06-17 17:50:00",1043,22.27,40.26,12.76,519.5961,7.696101,687.4242,22.48885,0.293925,-0.1849,0.026525
"2015-06-17 18:00:00",1044,22.32,40.35,12.77,674.8171,7.740573,686.423,22.44887,0.439625,-0.276775,-0.024
"2015-06-17 18:10:00",1045,22.46,41.24,12.76,603.1799,8.072541,684.5466,22.5899,0.207725,-0.3595,-0.093025
"2015-06-17 18:20:00",1046,22.9,40.24,12.77,545.0872,7.960734,684.313,22.56898,0.42595,-0.2075,-0.118425
"2015-06-17 18:30:00",1047,22.77,42.09,12.77,540.846,8.255975,685.8807,22.34392,0.318975,-0.22965,-0.20245
"2015-06-17 18:40:00",1048,21.87,42.62,12.76,687.5922,8.145922,689.2184,22.07008,0.192125,-0.093525,-0.050775
"2015-06-17 18:50:00",1049,21.81,42.5,12.77,543.2076,8.040197,689.4575,22.13556,0.429,0.102075,0.01685
"2015-06-17 19:00:00",1050,21.71,44.49,12.78,684.4116,8.250626,689.8131,22.04473,0.49205,0.1726,-0.014825
"2015-06-17 19:10:00",1051,21.46,44.89,12.77,634.9471,8.126284,689.1058,21.98783,0.3164,0.100875,-0.0609
"2015-06-17 19:20:00",1052,21.29,45.83,12.78,525.1837,8.214375,692.9489,21.68609,0.32655,0.1414,-0.043775
"2015-06-17 19:30:00",1053,20.89,46.65,12.77,589.0723,8.292685,694.3743,21.68573,0.246225,0.290075,-0.059925
"2015-06-17 19:40:00",1054,20.87,48.15,12.78,536.6735,8.432074,696.8392,21.28337,0.3563,0.291825,-0.00475
"2015-06-17 19:50:00",1055,20.42,49.39,12.78,671.0862,8.406239,699.6972,20.77217,0.529375,0.3687,-0.08845
"2015-06-17 20:00:00",1056,19.95,51.17,12.79,535.2498,8.447815,703.9427,20.17077,0.196225,0.1753,-0.03075
"2015-06-17 20:10:00",1057,18.85,53.73,12.79,499.665,8.580465,709.5596,20.00485,0.169,-0.001424999,-0.0531
"2015-06-17 20:20:00",1058,19.26,54.71,12.79,566.3341,8.622772,710.1525,20.19568,0.185275,0.26985,-0.009224998
"2015-06-17 20:30:00",1059,18.98,52.52,12.79,674.2661,8.444852,707.4767,20.05592,0.29945,0.178725,-0.03475
"2015-06-17 20:40:00",1060,19.38,53.31,12.79,631.0722,8.5004,709.1029,19.97238,0.267675,0.044925,-0.022275
"2015-06-17 20:50:00",1061,19.51,53.48,12.77,566.0109,8.573857,706.5864,20.10237,0.30645,0.3487,-0.0188
"2015-06-17 21:00:00",1062,19.46,54.41,12.78,629.9458,8.689578,708.1745,19.87962,0.270075,0.190625,-0.0447
"2015-06-17 21:10:00",1063,19.3,55.32,12.79,526.0563,8.74634,707.5456,19.73928,0.207875,0.4563,-0.116875
"2015-06-17 21:20:00",1064,19.22,56.15,12.79,695.4144,8.820736,706.587,19.72987,0.307425,0.656825,0.061325
"2015-06-17 21:30:00",1065,18.84,57.1,12.77,619.3709,8.900841,709.3659,19.37996,0.3447,0.285575,-0.0644
"2015-06-17 21:40:00",1066,18.77,58.59,12.8,606.3112,8.994814,712.3055,19.11537,0.436225,0.189175,0.065075
"2015-06-17 21:50:00",1067,18.55,60.06,12.8,518.3883,9.078324,714.8193,18.87201,0.35765,0.357025,-0.01545
"2015-06-17 22:00:00",1068,17.85,61.71,12.8,565.4624,9.155529,717.5536,18.63868,0.32575,0.223775,-0.07155
"2015-06-17 22:10:00",1069,17.84,62.8,12.8,642.8171,9.198759,716.0284,18.73955,0.248,0.140225,0.003649998
"2015-06-17 22:20:00",1070,17.91,63.08,12.79,516.5016,9.258492,714.1202,18.85752,0.4195,0.3427,-0.041875
"2015-06-17 22:30:00",1071,18.21,63.23,12.8,610.1904,9.336922,713.8164,18.69183,0.449775,0.055825,-0.01955
"2015-06-17 22:40:00",1072,17.84,65.15,12.8,659.5118,9.430574,717.6792,18.26881,0.25825,0.15745,-0.104525
"2015-06-17 22:50:00",1073,16.4,66.71,12.8,538.9144,9.514049,716.35,18.42451,0.303275,0.10265,-0.16655
"2015-06-17 23:00:00",1074,17,66.26,12.8,596.5084,9.557375,715.2689,18.61513,0.205325,0.1068,-0.044725
"2015-06-17 23:10:00",1075,17.64,65.63,12.8,610.0086,9.593496,711.7738,18.75777,0.471975,0.20105,-0.084975
"2015-06-17 23:20:00",1076,17.6,65.88,12.8,616.146,9.62714,711.3066,18.69236,0.3691,0.233675,-0.0516
"2015-06-17 23:30:00",1077,16.95,67.13,12.8,595.0925,9.759291,714.3099,18.58248,0.20735,-0.133175,-0.009274998
"2015-06-17 23:40:00",1078,17.69,67.86,12.8,621.8822,9.864965,719.2111,18.29762,0.2915,-0.400625,-0.04085
"2015-06-17 23:50:00",1079,17.53,69.71,12.8,576.0153,9.855192,720.3011,18.15236,0.2801,-0.285,-0.142475
"2015-06-18 00:00:00",1080,16.95,70.26,12.8,554.0967,9.924673,719.8974,18.08641,0.132,-0.2787,-0.0325
